CustomerID,TotalRevenue,TotalItemsPurchased,AvgOrderValue,FirstPurchaseDate,LastPurchaseDate,CustomerTenureDays,RecencyDays,TotalOrders
12426.0,582.73,258,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,0,195,1
12427.0,825.8000000000001,533,275.2666666666667,2010-12-03 10:44:00,2011-11-18 08:56:00,349,22,3
12428.0,7956.46,3536,884.0511111111111,2011-03-01 09:33:00,2011-11-14 08:22:00,257,26,9
12429.0,3750.4,1557,937.6,2010-12-09 12:05:00,2011-11-30 17:22:00,356,9,4
12430.0,256.4,117,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,0,43,1
12431.0,6487.45,2918,432.49666666666667,2010-12-01 10:03:00,2011-11-04 11:55:00,338,36,15
12432.0,5059.32,1801,1011.8639999999999,2011-06-20 13:27:00,2011-10-28 11:43:00,129,43,5
12433.0,13375.87,11071,1910.8385714285716,2010-12-01 13:24:00,2011-12-09 10:02:00,372,1,7
12434.0,806.14,394,403.07,2011-03-24 13:05:00,2011-09-16 12:38:00,175,85,2
12435.0,7829.889999999999,2055,3914.9449999999997,2011-03-17 07:40:00,2011-09-21 09:06:00,188,80,2
12436.0,509.01,211,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,0,100,1
12437.0,4951.41,2923,275.0783333333333,2011-01-12 14:13:00,2011-12-08 11:35:00,329,2,18
12438.0,2906.85,1180,1453.425,2011-07-22 13:29:00,2011-11-25 13:28:00,125,14,2
12441.0,173.55,121,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,0,367,1
12442.0,172.06,182,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,0,3,1
12444.0,5005.46,1155,1001.092,2011-06-21 14:00:00,2011-11-18 13:23:00,149,21,5
12445.0,133.4,62,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,0,22,1
12446.0,1002.31,352,1002.31,2011-10-13 12:50:00,2011-10-13 12:50:00,0,58,1
12447.0,476.49,190,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,0,243,1
12448.0,449.45,243,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,0,44,1
12449.0,4067.29,1553,1016.8225,2011-06-05 15:37:00,2011-11-17 13:46:00,164,22,4
12450.0,197.88,128,98.94,2011-06-19 14:36:00,2011-07-06 14:41:00,17,156,2
12451.0,9035.52,6575,1807.104,2011-01-19 09:05:00,2011-11-29 08:40:00,313,11,5
12452.0,430.57,185,215.285,2011-11-23 08:05:00,2011-11-23 10:28:00,0,17,2
12453.0,707.09,473,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,0,134,1
12454.0,3528.34,1006,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,0,56,1
12455.0,2466.86,2089,411.1433333333334,2011-02-16 09:56:00,2011-09-27 15:31:00,223,73,6
12456.0,3181.04,1633,1060.3466666666666,2011-03-30 09:12:00,2011-10-26 14:41:00,210,44,3
12457.0,2363.23,844,337.6042857142857,2011-04-14 18:57:00,2011-10-04 13:13:00,172,66,7
12458.0,947.4,506,473.7,2011-02-28 10:55:00,2011-09-29 15:25:00,213,71,2
12461.0,826.88,287,413.44,2011-07-08 10:23:00,2011-09-06 16:57:00,60,94,2
12462.0,1189.59,536,594.795,2011-02-09 14:44:00,2011-11-21 09:11:00,284,19,2
12463.0,1344.78,776,336.195,2011-04-12 12:47:00,2011-10-17 13:44:00,188,53,4
12464.0,1212.05,112,151.50625,2011-02-03 13:30:00,2011-11-29 13:33:00,299,10,8
12465.0,742.1899999999999,479,371.09499999999997,2011-06-23 13:37:00,2011-11-22 16:34:00,152,17,2
12468.0,729.54,366,364.77,2011-01-27 13:29:00,2011-06-05 11:36:00,128,188,2
12471.0,19824.05,8212,660.8016666666666,2010-12-10 09:35:00,2011-12-07 15:43:00,362,2,30
12472.0,6572.11,4148,938.8728571428571,2010-12-05 14:19:00,2011-11-07 14:01:00,336,32,7
12473.0,3938.55,2439,787.71,2011-06-01 10:15:00,2011-11-10 13:46:00,162,29,5
12474.0,7375.79,4847,409.7661111111111,2011-01-14 10:06:00,2011-11-22 14:39:00,312,17,18
12475.0,723.38,535,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,0,54,1
12476.0,6816.42,2408,619.6745454545454,2010-12-13 14:39:00,2011-11-24 12:40:00,345,16,11
12477.0,13219.74,3653,2203.29,2011-02-11 12:45:00,2011-11-17 09:51:00,278,23,6
12478.0,680.99,236,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,0,4,1
12479.0,527.2,385,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,0,11,1
12480.0,3281.63,1707,820.4075,2011-01-07 15:27:00,2011-11-11 14:52:00,307,28,4
12481.0,5596.32,3304,559.632,2010-12-09 10:13:00,2011-11-17 08:29:00,342,23,10
12483.0,2484.98,1110,310.6225,2011-01-04 14:20:00,2011-11-22 17:02:00,322,17,8
12484.0,4541.72,2191,756.9533333333334,2011-01-07 14:04:00,2011-11-07 11:37:00,303,33,6
12488.0,1298.66,529,432.8866666666667,2011-09-25 10:34:00,2011-11-30 08:50:00,65,10,3
12489.0,334.93,105,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,0,336,1
12490.0,5417.93,3064,541.793,2011-01-14 09:13:00,2011-12-04 16:07:00,324,5,10
12491.0,460.4,260,460.4,2011-11-01 12:18:00,2011-11-01 12:18:00,0,39,1
12492.0,263.21,192,131.605,2011-08-26 14:51:00,2011-10-07 15:15:00,42,63,2
12493.0,433.74,207,216.87,2011-05-26 14:53:00,2011-06-27 10:17:00,31,166,2
12494.0,1246.1,707,178.0142857142857,2010-12-09 11:31:00,2011-11-24 09:34:00,349,16,7
12497.0,1043.1,1236,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,0,82,1
12498.0,403.7,159,134.56666666666666,2011-10-13 09:30:00,2011-11-18 12:53:00,36,21,3
12500.0,4257.82,2678,387.07454545454544,2011-01-10 09:48:00,2011-11-16 16:20:00,310,23,11
12501.0,2169.39,1783,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,0,337,1
12502.0,3723.87,820,744.774,2011-02-03 10:41:00,2011-09-05 11:52:00,214,96,5
12504.0,482.05,90,241.025,2011-11-09 14:56:00,2011-11-21 16:02:00,12,18,2
12506.0,73.5,23,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,0,233,1
12507.0,1304.81,905,434.93666666666667,2011-02-14 09:24:00,2011-07-28 17:09:00,164,134,3
12508.0,398.27,272,199.135,2011-11-10 16:27:00,2011-11-13 15:37:00,2,26,2
12509.0,176.5,55,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,0,284,1
12510.0,982.57,353,491.285,2011-01-18 14:04:00,2011-07-20 10:15:00,182,143,2
12512.0,138.03,99,69.015,2011-10-04 14:53:00,2011-10-04 14:55:00,0,66,2
12513.0,612.29,462,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,0,113,1
12514.0,1017.6800000000001,440,1017.6800000000001,2011-03-17 16:38:00,2011-03-17 16:38:00,0,267,1
12515.0,383.7,131,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,0,353,1
12516.0,1312.06,875,656.03,2011-06-12 11:37:00,2011-09-23 09:13:00,102,78,2
12517.0,2502.84,1371,500.56800000000004,2011-06-02 15:13:00,2011-11-11 14:04:00,161,28,5
12518.0,2056.89,1318,411.378,2011-08-21 13:18:00,2011-12-09 10:13:00,109,1,5
12519.0,340.84,183,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,0,64,1
12520.0,2634.2599999999998,1439,526.852,2011-03-11 11:35:00,2011-09-21 15:23:00,194,79,5
12521.0,599.68,309,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,0,143,1
12522.0,192.72,194,96.36,2011-10-19 14:41:00,2011-10-31 15:30:00,12,39,2
12523.0,1789.77,865,162.70636363636365,2011-01-12 09:43:00,2011-11-20 12:55:00,312,19,11
12524.0,4485.72,3699,560.715,2011-01-10 10:35:00,2011-11-30 15:31:00,324,9,8
12526.0,1316.66,632,438.8866666666667,2011-09-06 14:19:00,2011-12-09 12:09:00,93,1,3
12527.0,348.71,234,116.23666666666666,2011-01-18 12:05:00,2011-09-19 11:55:00,243,82,3
12528.0,1933.48,756,322.24666666666667,2011-01-31 09:05:00,2011-11-30 14:40:00,303,9,6
12530.0,1662.28,913,415.57,2011-01-07 10:04:00,2011-10-11 12:34:00,277,60,4
12531.0,125.22,45,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,0,15,1
12532.0,349.83,153,349.83,2011-11-09 13:47:00,2011-11-09 13:47:00,0,30,1
12534.0,1089.18,651,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,0,131,1
12535.0,716.35,219,358.175,2011-06-06 12:47:00,2011-09-09 08:48:00,94,92,2
12536.0,12601.830000000002,2803,4200.610000000001,2011-10-11 14:52:00,2011-10-27 14:20:00,15,43,3
12538.0,363.95,191,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,0,29,1
12539.0,5568.35,2067,1392.0875,2011-01-10 09:11:00,2011-11-17 13:30:00,311,22,4
12540.0,13400.24,6685,788.2494117647059,2010-12-13 09:39:00,2011-11-20 11:31:00,342,20,17
12541.0,981.18,680,327.06,2011-03-04 09:32:00,2011-11-10 10:40:00,251,30,3
12544.0,372.7,136,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,0,36,1
12545.0,1000.39,523,500.195,2011-03-25 12:04:00,2011-09-25 13:39:00,184,75,2
12546.0,1161.5,633,580.75,2011-09-23 09:44:00,2011-10-24 12:09:00,31,47,2
12547.0,207.8,134,103.9,2011-03-04 12:46:00,2011-05-26 12:38:00,82,198,2
12548.0,95.19999999999999,49,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,0,166,1
12550.0,964.83,569,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,0,79,1
12551.0,168.0,100,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,0,358,1
12552.0,437.82,88,218.91,2011-10-31 12:11:00,2011-11-01 10:02:00,0,39,2
12553.0,3692.28,1965,369.228,2011-01-14 10:42:00,2011-12-01 16:38:00,321,8,10
12556.0,603.71,358,301.855,2011-07-11 13:35:00,2011-10-20 13:06:00,100,50,2
12557.0,11990.960000000001,4384,2398.192,2010-12-03 12:20:00,2011-11-23 16:59:00,355,16,5
12558.0,269.96,196,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,0,8,1
12559.0,561.71,283,280.855,2011-01-24 10:12:00,2011-02-02 09:49:00,8,311,2
12560.0,2134.0099999999998,1110,711.3366666666666,2011-07-19 15:55:00,2011-12-04 13:54:00,137,5,3
12561.0,238.85,177,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,0,303,1
12562.0,3781.7400000000002,1779,540.2485714285715,2011-05-25 12:44:00,2011-12-01 17:20:00,190,8,7
12564.0,456.9,133,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,0,261,1
12565.0,145.92,80,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,0,289,1
12566.0,351.65,265,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,0,86,1
12567.0,9401.28,4305,940.128,2010-12-05 11:57:00,2011-11-17 11:02:00,346,23,10
12569.0,4124.69,1801,128.8965625,2011-04-01 13:47:00,2011-12-07 16:24:00,250,2,32
12571.0,519.61,523,259.805,2011-08-10 12:35:00,2011-10-31 10:19:00,81,40,2
12572.0,1020.42,452,510.21,2011-10-19 08:20:00,2011-12-01 09:20:00,43,9,2
12573.0,160.54,84,160.54,2011-04-26 15:52:00,2011-04-26 15:52:00,0,227,1
12574.0,218.45,61,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,0,316,1
12576.0,1315.83,967,263.166,2011-02-08 11:31:00,2011-11-04 10:11:00,268,36,5
12577.0,657.8,472,219.26666666666665,2010-12-15 16:21:00,2011-11-04 13:24:00,323,35,3
12578.0,2794.51,1196,1397.255,2011-01-13 15:34:00,2011-11-18 13:30:00,308,21,2
12579.0,440.42,285,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,0,78,1
12580.0,415.7,238,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,0,247,1
12581.0,197.71,161,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,0,40,1
12582.0,511.36,300,255.68,2011-02-24 11:42:00,2011-04-15 08:45:00,49,239,2
12583.0,7281.38,5060,485.42533333333336,2010-12-01 08:45:00,2011-12-07 08:07:00,370,3,15
12584.0,2338.15,416,259.7944444444445,2011-03-04 15:15:00,2011-12-06 09:35:00,276,4,9
12585.0,2040.1,1279,1020.05,2010-12-23 12:58:00,2011-04-19 13:39:00,117,234,2
12586.0,196.94,79,196.94,2011-11-22 16:24:00,2011-11-22 16:24:00,0,17,1
12587.0,144.0,51,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0,8,1
12588.0,214.9,53,214.9,2011-10-31 15:01:00,2011-10-31 15:01:00,0,39,1
12589.0,646.68,306,323.34,2011-07-18 12:05:00,2011-11-11 10:19:00,115,29,2
12590.0,9864.26,4283,4932.13,2011-05-12 14:46:00,2011-05-12 14:52:00,0,211,2
12591.0,452.84999999999997,228,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,0,317,1
12592.0,437.6,290,218.8,2011-05-10 13:44:00,2011-09-08 15:04:00,121,92,2
12593.0,418.1,206,139.36666666666667,2011-05-05 09:29:00,2011-08-23 12:43:00,110,109,3
12594.0,3338.22,1777,333.822,2011-01-21 09:52:00,2011-11-02 12:20:00,285,38,10
12596.0,618.27,474,309.135,2011-04-11 13:22:00,2011-10-19 13:02:00,190,51,2
12597.0,3811.22,2236,952.805,2011-03-16 14:00:00,2011-11-20 13:33:00,248,19,4
12598.0,3023.08,1964,377.885,2011-02-28 11:58:00,2011-11-30 12:18:00,275,10,8
12599.0,1032.58,956,147.51142857142855,2011-02-08 13:28:00,2011-11-10 13:34:00,275,29,7
12600.0,2599.04,774,259.904,2010-12-03 12:57:00,2011-11-11 10:29:00,342,29,10
12601.0,577.06,245,115.41199999999999,2011-01-11 10:38:00,2011-06-03 10:17:00,142,190,5
12602.0,153.12,162,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,0,59,1
12603.0,739.2,64,739.2,2011-11-18 10:42:00,2011-11-18 10:42:00,0,22,1
12604.0,254.17999999999998,201,127.08999999999999,2011-03-23 12:06:00,2011-09-21 14:08:00,182,79,2
12607.0,1579.51,1228,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,0,60,1
12609.0,1126.85,648,375.6166666666666,2011-01-25 15:13:00,2011-09-22 16:34:00,240,78,3
12610.0,2099.54,1049,419.908,2011-08-05 13:52:00,2011-11-17 09:34:00,103,23,5
12611.0,1193.32,846,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,0,52,1
12612.0,704.04,262,704.04,2011-09-26 15:35:00,2011-09-26 15:35:00,0,74,1
12613.0,3344.38,1644,668.876,2011-03-22 15:42:00,2011-10-13 14:59:00,204,57,5
12614.0,315.6,76,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,0,278,1
12615.0,2291.19,1376,572.7975,2011-06-24 13:35:00,2011-12-07 15:02:00,166,2,4
12616.0,713.3,284,356.65,2011-02-15 14:17:00,2011-09-05 15:17:00,202,95,2
12617.0,355.53000000000003,213,355.53000000000003,2011-11-10 14:39:00,2011-11-10 14:39:00,0,29,1
12618.0,177.31,96,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,0,22,1
12619.0,3641.24,3378,404.5822222222222,2011-03-31 13:10:00,2011-11-23 14:52:00,237,16,9
12620.0,1339.41,1181,446.47,2011-05-19 12:10:00,2011-11-25 10:20:00,189,15,3
12621.0,13689.67,7440,684.4835,2010-12-09 10:16:00,2011-12-08 11:25:00,364,2,20
12622.0,180.1,69,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,0,232,1
12623.0,305.1,191,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,0,276,1
12624.0,641.13,355,320.565,2011-06-15 12:34:00,2011-08-25 15:04:00,71,106,2
12625.0,2683.82,1612,1341.91,2011-01-24 13:27:00,2011-05-12 09:54:00,107,212,2
12626.0,6620.48,3453,735.6088888888888,2011-01-17 11:01:00,2011-11-16 16:06:00,303,23,9
12627.0,4478.53,2752,639.79,2011-07-22 13:59:00,2011-11-29 12:07:00,129,11,7
12628.0,786.46,448,262.15333333333336,2011-10-06 09:28:00,2011-12-05 13:15:00,60,4,3
12630.0,1270.88,548,635.44,2011-10-27 10:41:00,2011-11-30 10:48:00,34,10,2
12631.0,640.5,236,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,0,57,1
12633.0,2163.98,1162,540.995,2011-02-25 08:44:00,2011-10-12 11:40:00,229,59,4
12635.0,1689.18,1172,844.59,2011-07-08 08:43:00,2011-09-11 11:04:00,65,90,2
12637.0,6021.9,3002,752.7375,2011-01-20 10:47:00,2011-10-03 13:46:00,256,67,8
12638.0,671.69,577,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,0,33,1
12639.0,486.1,201,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,0,239,1
12640.0,1174.58,311,391.52666666666664,2011-09-19 12:01:00,2011-11-16 11:52:00,57,24,3
12641.0,185.9,72,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,0,115,1
12642.0,1013.26,552,337.75333333333333,2011-08-24 09:23:00,2011-11-14 15:03:00,82,25,3
12643.0,3344.64,1808,557.4399999999999,2011-01-11 11:48:00,2011-08-03 12:56:00,204,128,6
12644.0,477.90999999999997,325,477.90999999999997,2011-08-02 10:33:00,2011-08-02 10:33:00,0,130,1
12645.0,1775.18,1084,443.795,2011-01-27 13:08:00,2011-11-06 12:38:00,282,34,4
12646.0,1346.97,897,673.485,2011-10-21 12:52:00,2011-12-05 10:14:00,44,5,2
12647.0,3722.82,1432,310.235,2010-12-05 14:02:00,2011-11-17 12:56:00,346,22,12
12648.0,318.05,160,318.05,2011-07-08 11:55:00,2011-07-08 11:55:00,0,155,1
12649.0,623.51,586,207.83666666666667,2011-05-11 14:37:00,2011-08-24 14:41:00,105,107,3
12650.0,314.44,254,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,0,3,1
12651.0,114.0,78,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,0,335,1
12652.0,919.98,505,919.98,2011-01-12 15:00:00,2011-01-12 15:00:00,0,331,1
12653.0,2209.85,919,1104.925,2011-02-16 10:53:00,2011-07-14 10:41:00,147,149,2
12654.0,601.98,264,120.396,2011-02-17 13:16:00,2011-11-29 10:10:00,284,11,5
12656.0,4051.17,1723,810.234,2011-04-20 09:20:00,2011-11-22 13:42:00,216,17,5
12657.0,1643.18,1044,410.795,2011-09-22 11:40:00,2011-11-28 15:47:00,67,11,4
12658.0,686.05,320,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,0,19,1
12659.0,91.68,105,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,0,30,1
12660.0,245.1,127,245.1,2011-11-28 13:26:00,2011-11-28 13:26:00,0,11,1
12662.0,3849.7799999999997,2058,349.97999999999996,2010-12-01 13:04:00,2011-12-09 11:59:00,372,1,11
12664.0,4881.88,1203,542.4311111111111,2011-01-21 11:42:00,2011-12-01 17:07:00,314,8,9
12665.0,63.0,37,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,0,325,1
12667.0,620.13,395,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,0,58,1
12668.0,3807.15,1634,951.7875,2010-12-19 12:46:00,2011-11-28 10:56:00,343,12,4
12669.0,2744.0299999999997,1115,914.6766666666666,2011-03-28 10:15:00,2011-07-12 09:54:00,105,151,3
12670.0,2996.05,1397,599.21,2011-04-21 10:16:00,2011-11-29 15:23:00,222,10,5
12672.0,225.9,78,225.9,2011-01-14 09:20:00,2011-01-14 09:20:00,0,330,1
12673.0,610.52,351,305.26,2011-01-17 11:46:00,2011-12-04 13:55:00,321,5,2
12674.0,1970.6,1133,492.65,2011-05-16 09:10:00,2011-11-01 12:12:00,169,39,4
12676.0,1331.3899999999999,670,221.8983333333333,2011-02-01 15:41:00,2011-11-15 12:25:00,286,25,6
12678.0,17628.46,10923,1469.0383333333332,2010-12-21 11:00:00,2011-10-28 13:04:00,311,42,12
12679.0,1113.02,554,278.255,2011-03-01 12:26:00,2011-10-12 12:30:00,225,59,4
12680.0,862.81,443,215.7025,2011-08-18 15:44:00,2011-12-09 12:50:00,112,1,4
12681.0,13787.54,7536,626.7063636363637,2010-12-07 10:08:00,2011-11-25 11:33:00,353,15,22
12682.0,12288.22,5575,396.3941935483871,2010-12-03 13:59:00,2011-12-06 10:00:00,367,4,31
12683.0,8476.57,4987,565.1046666666666,2010-12-09 10:37:00,2011-12-05 16:31:00,361,4,15
12684.0,2283.63,1985,326.23285714285714,2011-05-10 12:55:00,2011-12-02 09:53:00,205,8,7
12685.0,2863.08,1523,477.18,2011-09-07 10:28:00,2011-11-11 13:46:00,65,28,6
12686.0,89.14,107,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,0,372,1
12688.0,4873.81,3028,4873.81,2011-08-18 08:49:00,2011-08-18 08:49:00,0,114,1
12689.0,1247.61,628,623.805,2011-08-04 10:04:00,2011-11-14 08:31:00,101,26,2
